"genes"	"modules"
"815"	"GLRX"	"Not.Correlated"
"816"	"HRH3"	"M6"
"817"	"TP53I11"	"M4"
"818"	"ITIH5"	"M3"
"819"	"CHGA"	"M1"
"820"	"CCDC88B"	"M1"
"821"	"MOB3B"	"M5"
"822"	"KCTD1"	"M6"
"823"	"SLC35F1"	"M1"
"824"	"MTCL1"	"M4"
"825"	"TMC6"	"M5"
"826"	"PSRC1"	"M5"
"827"	"STAC2"	"M2"
"828"	"RFX4"	"M3"
"829"	"MX1"	"M4"
"830"	"ZCCHC12"	"M2"
"831"	"ERICH3"	"M6"
"832"	"SEMA6C"	"M4"
"833"	"CTXND1"	"M3"
"834"	"COL4A5"	"M5"
"835"	"NHSL2"	"M4"
"836"	"PLXNA4"	"M6"
"837"	"KCNIP4"	"M2"
"838"	"ABCA8"	"M5"
"839"	"SORCS2"	"M3"
"840"	"PAK6"	"M6"
"841"	"SYT12"	"M2"
"842"	"PDE1A"	"M4"
"843"	"MAGEE1"	"M2"
"844"	"ZNF273"	"M4"
"845"	"KCNIP3"	"M1"
"846"	"PLPPR4"	"M1"
"847"	"SLC6A11"	"M3"
"848"	"LTBP4"	"M1"
"849"	"TMTC1"	"M1"
"850"	"STON2"	"M3"
"851"	"ZNF521"	"M1"
"852"	"LRATD1"	"M1"
"853"	"PID1"	"M1"
"854"	"C1QTNF4"	"M6"
"855"	"ENOSF1"	"M5"
"856"	"CSGALNACT1"	"M3"
"857"	"TSPAN9"	"M4"
"858"	"CYP27A1"	"M5"
"859"	"SMIM10L2B"	"M2"
"860"	"KCNC3"	"M2"
"861"	"TGFB3"	"M5"
"862"	"HLA.DRB1"	"M8"
"863"	"DIO2"	"M1"
"864"	"SLC2A13"	"M1"
"865"	"SHISAL1"	"M6"
"866"	"LRRC4"	"M2"
"867"	"ELOVL7"	"M7"
"868"	"ZNF536"	"M5"
"869"	"FGF13"	"M1"
"870"	"GSTM1"	"Not.Correlated"
"871"	"TMEM98"	"M5"
"872"	"IFITM1"	"M7"
"873"	"AJAP1"	"M1"
"874"	"LRRC7"	"M1"
"875"	"PCSK2"	"M6"
"876"	"CXCL14"	"M1"
"877"	"DGKB"	"M1"
"878"	"STAB1"	"M8"
"879"	"IFI27"	"M2"
"880"	"MAL2"	"M2"
"881"	"LYPD1"	"M3"
"882"	"HLA.DPA1"	"M8"
"883"	"FABP3"	"M1"
"884"	"SLC15A2"	"M3"
"885"	"ATP2B3"	"M2"
"886"	"NEK6"	"M3"
"887"	"ARRDC4"	"M5"
"888"	"LZTS1"	"M1"
"889"	"CALB2"	"M2"
"890"	"SEMA5A"	"M4"
"891"	"CYB561"	"M1"
"892"	"MLXIPL"	"M4"
"893"	"COL27A1"	"M1"
"894"	"KIAA1755"	"M5"
"895"	"CSPG4"	"M5"
"896"	"CACNB2"	"M2"
"897"	"ST6GAL1"	"M8"
"898"	"SEMA7A"	"M3"
"899"	"WSCD2"	"M2"
"900"	"CTNNA3"	"M5"
"901"	"SSTR2"	"M2"
"902"	"SFT2D2"	"M4"
"903"	"DPP10"	"M1"
"904"	"CALB1"	"Not.Correlated"
"905"	"GJB6"	"M3"
"906"	"RUNX1T1"	"M4"
"907"	"GFRA1"	"M3"
"908"	"PRELP"	"M3"
"909"	"THRB"	"M1"
"910"	"ACTA2"	"Not.Correlated"
"911"	"SHF"	"M4"
"912"	"WIPF1"	"M5"
"913"	"MMP17"	"M1"
"914"	"GLS2"	"M2"
"915"	"FAT3"	"M1"
"916"	"PLEKHA2"	"M1"
"917"	"NKAIN4"	"M3"
"918"	"GPRIN3"	"M4"
"919"	"CNNM1"	"M6"
"920"	"FBXO32"	"M5"
"921"	"CD34"	"Not.Correlated"
"922"	"CECR2"	"M1"
"923"	"PARM1"	"M1"
"924"	"CP"	"M7"
"925"	"RIMBP2"	"M1"
"926"	"POLE"	"M4"
"927"	"POLB"	"M4"
"928"	"LDLRAP1"	"M1"
"929"	"TRIM56"	"M3"
"930"	"SLC14A1"	"M3"
"931"	"NTSR2"	"M3"
"932"	"CAPS"	"M2"
"933"	"TENM1"	"M4"
"934"	"ATRNL1"	"M1"
"935"	"CACHD1"	"M3"
"936"	"SYT16"	"M1"
"937"	"ENTREP2"	"M6"
"938"	"KCND2"	"M2"
"939"	"SGK3"	"M3"
"940"	"NQO1"	"M3"
"941"	"CRACDL"	"M6"
"942"	"EPB41L4B"	"M2"
"943"	"ZDHHC11"	"Not.Correlated"
"944"	"GRM5"	"M1"
"945"	"PPP1R14A"	"M5"
"946"	"TGFBR2"	"M7"
"947"	"CLDN10"	"M3"
"948"	"MYL9"	"M3"
"949"	"SLIT3"	"M2"
"950"	"HEPH"	"M3"
"951"	"BICDL1"	"M2"
"952"	"KIAA1522"	"M1"
"953"	"CFH"	"M7"
"954"	"SALL1"	"M5"
"955"	"ZNF382"	"M4"
"956"	"GPR39"	"M3"
"957"	"IFI16"	"M7"
"958"	"ANK1"	"M4"
"959"	"CHRNB2"	"M6"
"960"	"GRM4"	"M4"
"961"	"ACTL6B"	"M2"
"962"	"THBS4"	"M3"
"963"	"PYGM"	"Not.Correlated"
"964"	"ELN"	"M1"
"965"	"SEMA4A"	"M1"
"966"	"THBS2"	"M5"
"967"	"CCDC3"	"M1"
"968"	"USP3"	"M1"
"969"	"SLC31A2"	"M5"
"970"	"BCAT1"	"M1"
"971"	"IPCEF1"	"M2"
"972"	"IGLON5"	"M4"
"973"	"GALNT9"	"M4"
"974"	"MYT1"	"M1"
"975"	"STRIP2"	"M6"
"976"	"LDB2"	"M1"
"977"	"HAP1"	"Not.Correlated"
"978"	"TUBA8"	"M2"
"979"	"FAM222A"	"M5"
"980"	"FSTL5"	"M4"
"981"	"ABCA1"	"M4"
"982"	"MATK"	"M1"
"983"	"SEL1L3"	"M1"
"984"	"SH3RF1"	"M4"
"985"	"CACNA1H"	"M1"
"986"	"C1R"	"M7"
"987"	"IGSF11"	"M3"
"988"	"CSF1R"	"M8"
"989"	"FXYD6.FXYD2"	"M2"
"990"	"LIN7A"	"M4"
"991"	"CD22"	"M5"
"992"	"RGS14"	"M1"
"993"	"CDH10"	"M2"
"994"	"DHRS3"	"M3"
"995"	"TNFRSF1A"	"M3"
"996"	"CACNA2D2"	"M2"
"997"	"FA2H"	"M5"
"998"	"SLITRK4"	"M2"
"999"	"KCNA1"	"M2"
"1000"	"SEMA3G"	"Not.Correlated"
"1001"	"ADGRA1"	"M1"
"1002"	"CYP2E1"	"M2"
"1003"	"CDKN1A"	"M7"
"1004"	"PLCB4"	"M4"
"1005"	"MAMDC4"	"M1"
"1006"	"LAPTM5"	"M8"
"1007"	"APLNR"	"Not.Correlated"
"1008"	"PATJ"	"M1"
"1009"	"PTPRT"	"M6"
"1010"	"PRAG1"	"M4"
"1011"	"CDH23"	"M1"
"1012"	"CATSPER2"	"M4"
"1013"	"FAM153A"	"M2"
"1014"	"ELAVL4"	"M2"
"1015"	"CEBPD"	"M7"
"1016"	"MT1M"	"M3"
"1017"	"ANXA1"	"M7"
"1018"	"GABRA4"	"M1"
"1019"	"GRAMD1C"	"M3"
"1020"	"JPT2"	"M1"
"1021"	"SFRP1"	"Not.Correlated"
"1022"	"CHRDL1"	"M3"
"1023"	"RIPOR2"	"M1"
"1024"	"PRRG1"	"M5"
"1025"	"HS6ST3"	"M6"
"1026"	"CHST15"	"M1"
"1027"	"SHISA6"	"Not.Correlated"
"1028"	"IFI44L"	"M5"
"1029"	"WIF1"	"M1"
"1030"	"HLA.DPB1"	"M8"
"1031"	"SYT2"	"M4"
"1032"	"ADIRF"	"M4"
"1033"	"BMPR1B"	"M3"
"1034"	"KIT"	"M2"
"1035"	"IL13RA1"	"M8"
"1036"	"CCN1"	"Not.Correlated"
"1037"	"PCP4L1"	"M6"
"1038"	"ANKRD24"	"M1"
"1039"	"PRR18"	"M5"
"1040"	"NT5DC3"	"M6"
"1041"	"NETO2"	"M6"
"1042"	"DYSF"	"M5"
"1043"	"EPHB1"	"M2"
"1044"	"DOP1B"	"M4"
"1045"	"SERPINA3"	"M7"
"1046"	"X.235"	"M7"
"1047"	"MYO1D"	"M5"
"1048"	"GPRIN1"	"M2"
"1049"	"EMP1"	"M7"
"1050"	"PARD3"	"M3"
"1051"	"HOMER1"	"M6"
"1052"	"CMTM5"	"M5"
"1053"	"IQCA1"	"M3"
"1054"	"CDH4"	"M1"
"1055"	"HHIP"	"M5"
"1056"	"CDHR1"	"M1"
"1057"	"ZNF385D"	"M2"
"1058"	"PDLIM7"	"M4"
"1059"	"SYT3"	"M2"
"1060"	"NRP2"	"M4"
"1061"	"GLDN"	"M5"
"1062"	"ZNF488"	"M5"
"1063"	"TSPAN15"	"M5"
"1064"	"PDE10A"	"Not.Correlated"
"1065"	"CBLB"	"M1"
"1066"	"LRRC4C"	"M1"
"1067"	"VGF"	"M1"
"1068"	"CDH5"	"M7"
"1069"	"MEGF11"	"M1"
"1070"	"MERTK"	"M3"
"1071"	"NOS1AP"	"M4"
"1072"	"LUZP2"	"M4"
"1073"	"CLSTN2"	"M1"
"1074"	"MEIS3"	"M2"
"1075"	"SYT17"	"M1"
"1076"	"CCDC13"	"M5"
"1077"	"RNF165"	"M2"
"1078"	"ENTREP1"	"M3"
"1079"	"TMCC3"	"M5"
"1080"	"KLK6"	"M5"
"1081"	"PCDH7"	"M1"
"1082"	"COL9A1"	"M5"
"1083"	"GDAP1L1"	"M2"
"1084"	"EFNB3"	"M1"
"1085"	"SERPINH1"	"M7"
"1086"	"TAMALIN"	"M1"
"1087"	"BRINP2"	"M1"
"1088"	"PAMR1"	"M3"
"1089"	"PLCXD3"	"M4"
"1090"	"PBX3"	"M4"
"1091"	"ID3"	"M3"
"1092"	"ADAMTS4"	"M5"
"1093"	"EPS8L2"	"M1"
"1094"	"TENM4"	"M1"
"1095"	"CCDC92B"	"M2"
"1096"	"ITGA1"	"M7"
"1097"	"ATP13A4"	"M3"
"1098"	"PDE6B"	"M5"
"1099"	"NPM2"	"M2"
"1100"	"SLCO4A1"	"M7"
"1101"	"AHNAK2"	"M4"
"1102"	"SLC36A1"	"M4"
"1103"	"LIPE"	"M5"
"1104"	"PPP4R4"	"M6"
"1105"	"P3H3"	"M4"
"1106"	"STOX1"	"M3"
"1107"	"KRT222"	"M2"
"1108"	"MT1G"	"M3"
"1109"	"PASK"	"M6"
"1110"	"RND1"	"M1"
"1111"	"LRCH1"	"M1"
"1112"	"ANKRD34A"	"M2"
"1113"	"CHST3"	"M3"
"1114"	"KCNF1"	"M1"
"1115"	"GPRC5C"	"M1"
"1116"	"SLC6A7"	"M4"
"1117"	"RIN1"	"M2"
"1118"	"SLC6A9"	"M5"
"1119"	"COL11A1"	"M1"
"1120"	"CBFA2T3"	"M4"
"1121"	"STK10"	"M1"
"1122"	"TIMP1"	"M7"
"1123"	"SLCO1C1"	"M3"
"1124"	"KCNJ6"	"M4"
"1125"	"GPNMB"	"M4"
"1126"	"CARMIL3"	"M4"
"1127"	"CLIC1"	"M7"
"1128"	"GDPD5"	"M4"
"1129"	"MEIS1"	"M1"
"1130"	"EMID1"	"M3"
"1131"	"RORB"	"M1"
"1132"	"ELAVL2"	"M2"
"1133"	"ANGPTL4"	"M3"
"1134"	"ACKR1"	"M4"
"1135"	"EML1"	"M4"
"1136"	"LRRC32"	"M7"
"1137"	"GGT5"	"M7"
"1138"	"FLNC"	"M5"
"1139"	"ADAMTS10"	"M1"
"1140"	"AKAP5"	"M6"
"1141"	"COL4A1"	"M7"
"1142"	"RPS4Y1"	"Not.Correlated"
"1143"	"HYCC1"	"M5"
"1144"	"PLSCR1"	"M3"
"1145"	"CACNA2D3"	"M1"
"1146"	"CHADL"	"M5"
"1147"	"ANXA2"	"M7"
"1148"	"ADORA2A"	"Not.Correlated"
"1149"	"SH2D5"	"M1"
"1150"	"FAM124A"	"M5"
"1151"	"CD44"	"M7"
"1152"	"NUDT11"	"M6"
"1153"	"CAMK1G"	"M1"
"1154"	"ID1"	"M2"
"1155"	"ARHGDIB"	"M8"
"1156"	"ROBO2"	"M6"
"1157"	"PXDC1"	"M3"
"1158"	"RTN4R"	"M4"
"1159"	"FYCO1"	"M5"
"1160"	"SLX4"	"M4"
"1161"	"RASGRP3"	"M5"
"1162"	"TUNAR"	"M6"
"1163"	"SLC16A9"	"M1"
"1164"	"DAB1"	"M4"
"1165"	"TMEM163"	"M3"
"1166"	"TGFB2"	"M3"
"1167"	"GALNT8"	"M1"
"1168"	"FRMD4B"	"M5"
"1169"	"LDB3"	"M5"
"1170"	"DRP2"	"M1"
"1171"	"SPHKAP"	"M4"
"1172"	"RHOG"	"M5"
"1173"	"VWA5A"	"M4"
"1174"	"RANBP3L"	"M3"
"1175"	"SMIM45"	"M1"
"1176"	"FAM171A2"	"M6"
"1177"	"EXTL1"	"M1"
"1178"	"PAXIP1"	"M1"
"1179"	"CCDC184"	"M2"
"1180"	"PTER"	"M2"
"1181"	"APOC1"	"M4"
"1182"	"NYNRIN"	"M4"
"1183"	"PTCHD1"	"M4"
"1184"	"PDE7B"	"M1"
"1185"	"RASGRP1"	"M2"
"1186"	"TMEM150C"	"M1"
"1187"	"CITED2"	"M5"
"1188"	"KCNH8"	"M5"
"1189"	"IL33"	"M3"
"1190"	"APLN"	"M5"
"1191"	"C11orf96"	"M7"
"1192"	"CACNG3"	"M1"
"1193"	"PLIN3"	"M2"
"1194"	"ZFHX4"	"M3"
"1195"	"RNF152"	"M1"
"1196"	"TMEM176B"	"M3"
"1197"	"KCNJ3"	"M4"
"1198"	"C11orf87"	"M6"
"1199"	"CAVIN2"	"M2"
"1200"	"ZFHX3"	"M4"
"1201"	"INPP5J"	"M4"
"1202"	"RASL12"	"M2"
"1203"	"RFTN1"	"Not.Correlated"
"1204"	"CREG2"	"M1"
"1205"	"ALS2CL"	"M4"
"1206"	"H2AC6"	"M2"
"1207"	"MT1F"	"M3"
"1208"	"HAPLN4"	"M2"
"1209"	"C21orf91"	"M5"
"1210"	"ANGPTL2"	"M1"
"1211"	"TRIM22"	"M7"
"1212"	"VWC2"	"M4"
"1213"	"GADD45A"	"M3"
"1214"	"ICAM2"	"M7"
"1215"	"NRIP2"	"M1"
"1216"	"PLEKHG1"	"M3"
"1217"	"GLT1D1"	"M2"
"1218"	"JPH1"	"M2"
"1219"	"SEPTIN10"	"M5"
"1220"	"ASPHD2"	"M2"
"1221"	"SLC40A1"	"M3"
"1222"	"S100A10"	"M3"
"1223"	"ACBD7"	"M3"
"1224"	"NRP1"	"M1"
"1225"	"ZIC4"	"M1"
"1226"	"HOOK1"	"M2"
"1227"	"OAF"	"M3"
"1228"	"KCNJ16"	"Not.Correlated"
"1229"	"ARID5A"	"M7"
"1230"	"CEBPB"	"M3"
"1231"	"BUB1B.PAK6"	"M6"
"1232"	"CDH22"	"M4"
"1233"	"BST2"	"M3"
"1234"	"LDLR"	"Not.Correlated"
"1235"	"RGS8"	"Not.Correlated"
"1236"	"RTP5"	"M1"
"1237"	"C1QB"	"M8"
"1238"	"TINAGL1"	"M7"
"1239"	"CACNA1G"	"M2"
"1240"	"GABRA5"	"M1"
"1241"	"KCNK12"	"M4"
"1242"	"TMEM158"	"M1"
"1243"	"TNFRSF6B"	"Not.Correlated"
"1244"	"SIGIRR"	"M4"
"1245"	"IL16"	"M1"
"1246"	"PIP5K1B"	"M4"
"1247"	"PAPLN"	"M3"
"1248"	"VIPR1"	"M2"
"1249"	"PLPPR1"	"M4"
"1250"	"HSPG2"	"M7"
"1251"	"CRLF1"	"Not.Correlated"
"1252"	"CDH8"	"M1"
"1253"	"MCU"	"M4"
"1254"	"NWD1"	"M3"
"1255"	"ANO5"	"M1"
"1256"	"FGF17"	"M4"
"1257"	"NXPH3"	"M4"
"1258"	"LACC1"	"M5"
"1259"	"ANOS1"	"M3"
"1260"	"MAN1A1"	"M1"
"1261"	"ASIC2"	"M2"
"1262"	"ITPKA"	"M6"
"1263"	"KCNH1"	"M2"
"1264"	"IFI44"	"M2"
"1265"	"SLC1A6"	"M2"
"1266"	"HES1"	"Not.Correlated"
"1267"	"CCDC78"	"Not.Correlated"
"1268"	"C1QL1"	"M4"
"1269"	"PPM1E"	"M4"
"1270"	"NDE1"	"M5"
"1271"	"INPP5D"	"M8"
"1272"	"NPL"	"M3"
"1273"	"MRC2"	"M4"
"1274"	"PCBP3"	"M1"
"1275"	"SHROOM4"	"M5"
"1276"	"KCTD16"	"M1"
"1277"	"CCDC85A"	"M1"
"1278"	"KCNK15"	"M6"
"1279"	"GPR12"	"M2"
"1280"	"RGS9"	"M4"
"1281"	"CA8"	"Not.Correlated"
"1282"	"SV2C"	"Not.Correlated"
"1283"	"NT5E"	"M3"
"1284"	"MN1"	"M1"
"1285"	"HECW1"	"M2"
"1286"	"RGS20"	"M3"
"1287"	"NPIPA2"	"M4"
"1288"	"PACC1"	"M5"
"1289"	"EPHA7"	"M2"
"1290"	"PRKX"	"M2"
"1291"	"ERC2"	"M2"
"1292"	"DIPK1C"	"M3"
"1293"	"ZFR2"	"M1"
"1294"	"C8orf88"	"M1"
"1295"	"FOLH1"	"M5"
"1296"	"HCN1"	"M2"
"1297"	"BBOX1"	"M3"
"1298"	"PRR29"	"M7"
"1299"	"RNF182"	"Not.Correlated"
"1300"	"ELAPOR1"	"M1"
"1301"	"RPS6KA1"	"M1"
"1302"	"RCAN3"	"M1"
"1303"	"RERG"	"M1"
"1304"	"RSPH1"	"M4"
"1305"	"TENM2"	"M6"
"1306"	"KDM5D"	"Not.Correlated"
"1307"	"ZC3HAV1"	"M3"
"1308"	"GREM1"	"M5"
"1309"	"CAPG"	"M3"
"1310"	"PLCB2"	"M8"
"1311"	"THNSL2"	"Not.Correlated"
"1312"	"MYO1E"	"M5"
"1313"	"KLHDC8A"	"M4"
"1314"	"OSMR"	"M7"
"1315"	"SLC7A10"	"M3"
"1316"	"PLIN2"	"M7"
"1317"	"CDKN1C"	"M5"
"1318"	"RAB3B"	"M2"
"1319"	"IL4R"	"M7"
"1320"	"X.45"	"Not.Correlated"
"1321"	"RNF207"	"M4"
"1322"	"HMGN5"	"M3"
"1323"	"NEB"	"Not.Correlated"
"1324"	"SORCS1"	"M1"
"1325"	"MYH7"	"Not.Correlated"
"1326"	"DES"	"Not.Correlated"
"1327"	"SLC9A9"	"M3"
"1328"	"GSG1L"	"M4"
"1329"	"B3GLCT"	"M1"
"1330"	"EHD4"	"M1"
"1331"	"ITGAX"	"M8"
"1332"	"RAC3"	"M4"
"1333"	"GMPR"	"M2"
"1334"	"TSPO"	"M3"
"1335"	"ABCG4"	"M2"
"1336"	"NR4A2"	"Not.Correlated"
"1337"	"ACSL5"	"M7"
"1338"	"TGFA"	"M5"
"1339"	"HSD17B6"	"M3"
"1340"	"MYO5C"	"M1"
"1341"	"ARC"	"Not.Correlated"
"1342"	"CLEC2L"	"M2"
"1343"	"ZIC2"	"M1"
"1344"	"LBH"	"M4"
"1345"	"TMEM235"	"M5"
"1346"	"SLC7A2"	"M3"
"1347"	"CCDC88C"	"M4"
"1348"	"HCN3"	"M4"
"1349"	"RASSF7"	"M4"
"1350"	"CDH13"	"M1"
"1351"	"PAK5"	"M2"
"1352"	"OLFM3"	"M2"
"1353"	"DUSP5"	"Not.Correlated"
"1354"	"COL5A2"	"M1"
"1355"	"CCN2"	"M2"
"1356"	"GPR17"	"M5"
"1357"	"KCNJ11"	"M2"
"1358"	"SLIT2"	"M1"
"1359"	"MMD2"	"M3"
"1360"	"FAM81A"	"M1"
"1361"	"PDZRN3"	"M1"
"1362"	"COL20A1"	"Not.Correlated"
"1363"	"PENK"	"Not.Correlated"
"1364"	"TMPRSS5"	"M2"
"1365"	"PLIN4"	"M3"
"1366"	"DDX3Y"	"Not.Correlated"
"1367"	"NRG3"	"M1"
"1368"	"SLC26A2"	"M1"
"1369"	"SAMD10"	"M2"
"1370"	"FBLN5"	"M4"
"1371"	"PLPP2"	"M5"
"1372"	"RGS1"	"M8"
"1373"	"PRR5"	"M1"
"1374"	"C1QC"	"M8"
"1375"	"FRMPD4"	"M6"
"1376"	"ABCC9"	"M3"
"1377"	"VSTM2A"	"M1"
"1378"	"TMEM91"	"M1"
"1379"	"DNAH17"	"M5"
"1380"	"ATF3"	"Not.Correlated"
"1381"	"ZFPM2"	"M4"
"1382"	"C2CD4C"	"M1"
"1383"	"P2RX4"	"M1"
"1384"	"SHISA9"	"M1"
"1385"	"ZDHHC23"	"M6"
"1386"	"LCP1"	"M8"
"1387"	"PRKCH"	"M4"
"1388"	"TNFRSF1B"	"M7"
"1389"	"MC1R"	"M4"
"1390"	"LSM11"	"M4"
"1391"	"EPHA10"	"M1"
"1392"	"SYNDIG1L"	"M4"
"1393"	"NEURL1B"	"M1"
"1394"	"ABCD2"	"M5"
"1395"	"HILPDA"	"M7"
"1396"	"PRIMA1"	"M5"
"1397"	"P2RY1"	"M3"
"1398"	"PCDH15"	"M5"
"1399"	"SYTL4"	"M3"
"1400"	"ZNF385B"	"M2"
"1401"	"IGF2"	"Not.Correlated"
"1402"	"SLITRK1"	"M1"
"1403"	"MTUS2"	"M2"
"1404"	"S100A11"	"M7"
"1405"	"GJB1"	"M5"
"1406"	"SLC2A5"	"M8"
"1407"	"GYG2"	"M2"
"1408"	"POU2F2"	"M4"
"1409"	"KCNQ5"	"M1"
"1410"	"GRIK1"	"Not.Correlated"
"1411"	"ATP10B"	"M5"
"1412"	"X.151"	"M5"
"1413"	"MGP"	"Not.Correlated"
"1414"	"FAM131C"	"M1"
"1415"	"SAPCD2"	"M5"
"1416"	"BCL11A"	"M1"
"1417"	"RASAL1"	"M1"
"1418"	"CYBA"	"M8"
"1419"	"CAV1"	"M2"
"1420"	"ISOC1"	"M4"
"1421"	"RGS6"	"Not.Correlated"
"1422"	"SLC24A4"	"M1"
"1423"	"LRRK1"	"Not.Correlated"
"1424"	"SDS"	"M3"
"1425"	"MTHFD2"	"Not.Correlated"
"1426"	"CXCL16"	"M8"
"1427"	"PTPRO"	"M1"
"1428"	"MGAT4C"	"M3"
"1429"	"NTN4"	"M1"
"1430"	"PLD1"	"M5"
"1431"	"EFNA3"	"M1"
"1432"	"HERC6"	"M1"
"1433"	"KCNAB3"	"M4"
"1434"	"PXDN"	"M4"
"1435"	"CA12"	"Not.Correlated"
"1436"	"LPAR6"	"M8"
"1437"	"CDON"	"M4"
"1438"	"KLF2"	"Not.Correlated"
"1439"	"MAPK13"	"M2"
"1440"	"ESYT3"	"M4"
"1441"	"SORCS3"	"M6"
"1442"	"SYCE1"	"M2"
"1443"	"GBP2"	"M7"
"1444"	"APOL6"	"M3"
"1445"	"RASGEF1B"	"Not.Correlated"
"1446"	"RAB37"	"M4"
"1447"	"USP27X"	"M4"
"1448"	"IL1R1"	"M7"
"1449"	"CFAP73"	"Not.Correlated"
"1450"	"B3GALT2"	"M1"
"1451"	"AKR1C3"	"M3"
"1452"	"VAMP5"	"M3"
"1453"	"CDH6"	"M4"
"1454"	"ANO3"	"M1"
"1455"	"HS3ST4"	"Not.Correlated"
"1456"	"PALMD"	"M2"
"1457"	"CAV2"	"M2"
"1458"	"MYOF"	"M7"
"1459"	"UBASH3B"	"M4"
"1460"	"GPD1"	"M5"
"1461"	"CD68"	"M8"
"1462"	"NRG4"	"M4"
"1463"	"LRP2"	"M5"
"1464"	"C1QTNF1"	"M5"
"1465"	"X.234"	"M1"
"1466"	"TOX"	"M1"
"1467"	"FCGR3A"	"M8"
"1468"	"LTBP1"	"M4"
"1469"	"TMEM176A"	"M3"
"1470"	"GRM1"	"M2"
"1471"	"NPTX2"	"M1"
"1472"	"GNB3"	"M4"
"1473"	"IGSF1"	"Not.Correlated"
"1474"	"HPSE2"	"Not.Correlated"
"1475"	"CSF3R"	"M8"
"1476"	"TRIM17"	"M2"
"1477"	"CTSC"	"M8"
"1478"	"B3GALT1"	"M6"
"1479"	"E2F3"	"M1"
"1480"	"PLCH1"	"M2"
"1481"	"ISG15"	"M4"
"1482"	"ENTPD3"	"M6"
"1483"	"RASL10A"	"M1"
"1484"	"ITGB2"	"M8"
"1485"	"C9orf24"	"Not.Correlated"
"1486"	"X.153"	"M4"
"1487"	"TESC"	"M1"
"1488"	"SLC35F3"	"M2"
"1489"	"ANKRD33B"	"M1"
"1490"	"TAC1"	"M1"
"1491"	"SOCS3"	"M7"
"1492"	"ST6GAL2"	"M1"
"1493"	"MPPED1"	"M1"
"1494"	"NXPH1"	"M1"
"1495"	"PARD3B"	"M3"
"1496"	"TSPAN11"	"Not.Correlated"
"1497"	"SHC4"	"M5"
"1498"	"PRMT8"	"M6"
"1499"	"LYN"	"M1"
"1500"	"BTG3"	"M4"
"1501"	"KCNJ4"	"M1"
"1502"	"DLGAP2"	"M1"
"1503"	"CD14"	"M8"
"1504"	"HLA.DMA"	"M8"
"1505"	"CGN"	"M1"
"1506"	"DDX11"	"Not.Correlated"
"1507"	"ADGRL4"	"M7"
"1508"	"SLC32A1"	"M6"
"1509"	"CD4"	"M8"
"1510"	"SERPINF1"	"Not.Correlated"
"1511"	"CNTN4"	"M2"
"1512"	"GABRA3"	"M1"
"1513"	"KCNK3"	"M2"
"1514"	"SP100"	"M7"
"1515"	"CYP26B1"	"M4"
"1516"	"CFAP157"	"Not.Correlated"
"1517"	"SLC39A12"	"M3"
"1518"	"PDE3B"	"M4"
"1519"	"GIMAP5"	"M7"
"1520"	"HES4"	"M4"
"1521"	"FRMPD3"	"M4"
"1522"	"MREG"	"M4"
"1523"	"TMEM132E"	"M4"
"1524"	"ABTB3"	"M2"
"1525"	"HRH2"	"M1"
"1526"	"LRRTM1"	"M1"
"1527"	"SIDT1"	"M4"
"1528"	"SHROOM3"	"M4"
"1529"	"KCNJ12"	"M4"
"1530"	"CXCL12"	"M4"
"1531"	"KLHL4"	"M5"
"1532"	"STRC"	"M4"
"1533"	"OPN3"	"M1"
"1534"	"CRISPLD2"	"M7"
"1535"	"IGFBP3"	"Not.Correlated"
"1536"	"IER5L"	"Not.Correlated"
"1537"	"GADD45G"	"Not.Correlated"
"1538"	"RGS7BP"	"M2"
"1539"	"ITGA5"	"M7"
"1540"	"EGR3"	"M1"
"1541"	"PLPPR3"	"M1"
"1542"	"RIT2"	"M2"
"1543"	"SIK1"	"M7"
"1544"	"GGTA1"	"M4"
"1545"	"CBLN1"	"M4"
"1546"	"EMX2"	"M3"
"1547"	"HCLS1"	"M8"
"1548"	"AMER3"	"M2"
"1549"	"SVEP1"	"M4"
"1550"	"FAM78B"	"M2"
"1551"	"IRF1"	"Not.Correlated"
"1552"	"LINC02210.CRHR1"	"M4"
"1553"	"KDR"	"M5"
"1554"	"EDN1"	"Not.Correlated"
"1555"	"ACVR1C"	"M1"
"1556"	"S1PR3"	"M7"
"1557"	"DOK5"	"M1"
"1558"	"GBP4"	"Not.Correlated"
"1559"	"S1PR5"	"M5"
"1560"	"CBLN3"	"M1"
"1561"	"LPCAT2"	"M8"
"1562"	"NEXMIF"	"M2"
"1563"	"TOGARAM2"	"Not.Correlated"
"1564"	"CYB5R2"	"M5"
"1565"	"RNF43"	"M4"
"1566"	"HEYL"	"M3"
"1567"	"PLD5"	"M4"
"1568"	"KLF4"	"Not.Correlated"
"1569"	"PRDM8"	"Not.Correlated"
"1570"	"CCK"	"M1"
"1571"	"LRTM2"	"M1"
"1572"	"TM4SF18"	"M7"
"1573"	"FGL2"	"Not.Correlated"
"1574"	"LGALS9"	"M8"
"1575"	"GLIS3"	"M3"
"1576"	"SLC16A3"	"M8"
"1577"	"COCH"	"M6"
"1578"	"NKAIN1"	"M4"
"1579"	"MRAP2"	"M2"
"1580"	"TMEM255A"	"Not.Correlated"
"1581"	"C1QA"	"M8"
"1582"	"TMEM200B"	"M4"
"1583"	"NDST3"	"M2"
"1584"	"LRFN5"	"M6"
