"genes"	"modules"
"798"	"TSPOAP1"	"M2"
"799"	"COL4A6"	"M2"
"800"	"RARRES2"	"M1"
"801"	"ZDHHC11"	"Not.Correlated"
"802"	"GCAT"	"M1"
"803"	"VIT"	"Not.Correlated"
"804"	"HES4"	"Not.Correlated"
"805"	"PAMR1"	"M1"
"806"	"FLT4"	"M4"
"807"	"TOGARAM2"	"Not.Correlated"
"808"	"STC1"	"M2"
"809"	"CAPN12"	"M2"
"810"	"CPNE8"	"M1"
"811"	"GALNT15"	"Not.Correlated"
"812"	"ACOT1"	"M2"
"813"	"PCDH12"	"M4"
"814"	"MX1"	"Not.Correlated"
"815"	"ECM2"	"M1"
"816"	"GPR4"	"M2"
"817"	"RDH10"	"Not.Correlated"
"818"	"PDE5A"	"M1"
"819"	"SLC1A5"	"M2"
"820"	"SYPL2"	"M1"
"821"	"HOMER2"	"M2"
"822"	"MT1E"	"Not.Correlated"
"823"	"CPVL"	"M1"
"824"	"TPPP3"	"M1"
"825"	"C1QC"	"M5"
"826"	"EYA4"	"M2"
"827"	"SESN3"	"M1"
"828"	"HEY2"	"M1"
"829"	"SLC27A6"	"M2"
"830"	"DGCR6"	"M1"
"831"	"LOX"	"M1"
"832"	"MEGF6"	"M1"
"833"	"LRP4"	"M2"
"834"	"FABP5"	"M4"
"835"	"LMAN1L"	"M3"
"836"	"RAB9B"	"M2"
"837"	"CHRNE"	"M1"
"838"	"DHRS7C"	"M3"
"839"	"SSC5D"	"M1"
"840"	"CXADR"	"M2"
"841"	"SMCO1"	"M2"
"842"	"POPDC3"	"M2"
"843"	"BIRC3"	"Not.Correlated"
"844"	"C11orf21"	"M2"
"845"	"FRMD5"	"M2"
"846"	"PNP"	"M2"
"847"	"BICC1"	"M1"
"848"	"GAS1"	"M1"
"849"	"IGF1"	"M2"
"850"	"PRKN"	"M2"
"851"	"MAMDC2"	"M1"
"852"	"MARCHF3"	"Not.Correlated"
"853"	"MXRA5"	"M1"
"854"	"BOC"	"M1"
"855"	"CD68"	"M5"
"856"	"SGSM1"	"M3"
"857"	"CHL1"	"M1"
"858"	"HMCN1"	"M1"
"859"	"ABAT"	"M2"
"860"	"TNFAIP3"	"M1"
"861"	"FAM43A"	"Not.Correlated"
"862"	"BTN3A1"	"M2"
"863"	"CARNS1"	"M2"
"864"	"GSTM1"	"Not.Correlated"
"865"	"CSF3R"	"Not.Correlated"
"866"	"COLGALT2"	"M1"
"867"	"CHGB"	"M3"
"868"	"HLA.DQB1"	"Not.Correlated"
"869"	"CMTM5"	"M3"
"870"	"VGLL3"	"M1"
"871"	"LCP1"	"M5"
"872"	"SOX7"	"M4"
"873"	"UGDH"	"M2"
"874"	"CLMP"	"M1"
"875"	"X.164"	"Not.Correlated"
"876"	"EPB41L4B"	"M2"
"877"	"CAMK1D"	"M1"
"878"	"CCDC3"	"M1"
"879"	"CADPS"	"M3"
"880"	"RARRES1"	"M1"
"881"	"COL4A5"	"M1"
"882"	"HOPX"	"Not.Correlated"
"883"	"GPR17"	"Not.Correlated"
"884"	"RAB3A"	"M2"
"885"	"GIMAP7"	"M4"
"886"	"MBNL3"	"M3"
"887"	"SLC39A8"	"M1"
"888"	"SLIT2"	"M1"
"889"	"JPH1"	"M2"
"890"	"SLC7A8"	"Not.Correlated"
"891"	"GBP1"	"M2"
"892"	"PTGES3L"	"M2"
"893"	"COLEC12"	"M1"
"894"	"PDE8B"	"M1"
"895"	"SLC11A1"	"M5"
"896"	"WDR62"	"M2"
"897"	"CASQ1"	"M2"
"898"	"ACSM3"	"Not.Correlated"
"899"	"RNF122"	"Not.Correlated"
"900"	"FAIM2"	"M1"
"901"	"CSF1R"	"M5"
"902"	"SLN"	"M1"
"903"	"TMEM98"	"M1"
"904"	"AOX1"	"M1"
"905"	"TENT5C"	"M2"
"906"	"ESRRG"	"M2"
"907"	"GALNT17"	"M1"
"908"	"GPM6B"	"M1"
"909"	"EMILIN3"	"Not.Correlated"
"910"	"MAPT"	"M2"
"911"	"AGAP2"	"M1"
"912"	"C1QA"	"M5"
"913"	"CPLX3"	"M3"
"914"	"ANGPTL4"	"Not.Correlated"
"915"	"TMEM88"	"M4"
"916"	"CTSK"	"M1"
"917"	"EMILIN2"	"M1"
"918"	"SAMD9L"	"M2"
"919"	"LEPR"	"M1"
"920"	"RGS6"	"M2"
"921"	"HCN4"	"M2"
"922"	"X.31"	"M1"
"923"	"HCN2"	"M2"
"924"	"L1CAM"	"M1"
"925"	"PPP1R14A"	"M4"
"926"	"KDM5D"	"Not.Correlated"
"927"	"TMEM38A"	"M1"
"928"	"MEOX1"	"Not.Correlated"
"929"	"TMEM116"	"M1"
"930"	"TIMP4"	"Not.Correlated"
"931"	"CPXM2"	"M1"
"932"	"IFIT1"	"Not.Correlated"
"933"	"PLAT"	"M1"
"934"	"USHBP1"	"M4"
"935"	"IL1RL1"	"Not.Correlated"
"936"	"CFB"	"M1"
"937"	"FAM217B"	"M1"
"938"	"AQP3"	"Not.Correlated"
"939"	"LIPE"	"M1"
"940"	"GPIHBP1"	"M4"
"941"	"HP"	"Not.Correlated"
"942"	"TNNI1"	"M3"
"943"	"TMEM100"	"M1"
"944"	"NR4A2"	"M1"
"945"	"IGSF10"	"M1"
"946"	"CISH"	"Not.Correlated"
"947"	"CIB2"	"M3"
"948"	"PPL"	"Not.Correlated"
"949"	"CD14"	"M5"
"950"	"ALDH1B1"	"M2"
"951"	"PROCR"	"M1"
"952"	"MS4A6A"	"M5"
"953"	"HK2"	"Not.Correlated"
"954"	"TTLL7"	"M1"
"955"	"GIMAP1"	"M4"
"956"	"MEDAG"	"M2"
"957"	"SLC7A5"	"M1"
"958"	"ZNF710"	"M2"
"959"	"ITGA10"	"M1"
"960"	"STC2"	"Not.Correlated"
"961"	"PTGS1"	"M1"
"962"	"GPAT2"	"M1"
"963"	"IER5L"	"M1"
"964"	"CXCL2"	"Not.Correlated"
"965"	"SUSD2"	"M1"
"966"	"LCLAT1"	"M1"
"967"	"S100A8"	"M5"
"968"	"SLC14A1"	"M4"
"969"	"TNFRSF25"	"M3"
"970"	"SGIP1"	"Not.Correlated"
"971"	"MYOT"	"Not.Correlated"
"972"	"BCL6B"	"M4"
"973"	"MX2"	"M2"
"974"	"CYP21A2"	"M1"
"975"	"STAT4"	"M1"
"976"	"SLC2A12"	"M2"
"977"	"RHOU"	"M1"
"978"	"LRRC10"	"M2"
"979"	"VSIG4"	"M5"
"980"	"CPM"	"Not.Correlated"
"981"	"PLXNB3"	"M1"
"982"	"VTN"	"M1"
"983"	"ALCAM"	"M1"
"984"	"LOXL2"	"M2"
"985"	"CYSLTR2"	"Not.Correlated"
"986"	"EPHA3"	"M1"
"987"	"IFI30"	"M5"
"988"	"PTGIR"	"M1"
"989"	"OAS3"	"Not.Correlated"
"990"	"NCS1"	"M1"
"991"	"KCNJ11"	"M2"
"992"	"TBX20"	"M3"
"993"	"SRRM3"	"M1"
"994"	"PDLIM4"	"M1"
"995"	"GFRA1"	"M1"
"996"	"NUDT7"	"M2"
"997"	"GUCY1A2"	"M1"
"998"	"ITGBL1"	"M1"
"999"	"CAMK2A"	"M2"
"1000"	"ITGB2"	"M5"
"1001"	"VSNL1"	"M2"
"1002"	"GCNT2"	"M1"
"1003"	"EDIL3"	"Not.Correlated"
"1004"	"STK33"	"M2"
"1005"	"PLAU"	"Not.Correlated"
"1006"	"CADM3"	"M1"
"1007"	"GPC3"	"M1"
"1008"	"CCM2L"	"M4"
"1009"	"MSC"	"M1"
"1010"	"DDX3Y"	"Not.Correlated"
"1011"	"OMD"	"M1"
"1012"	"COL23A1"	"M1"
"1013"	"PRG4"	"Not.Correlated"
"1014"	"TCP11L2"	"M2"
"1015"	"FCGR2A"	"M5"
"1016"	"LYZ"	"M5"
"1017"	"FRK"	"M2"
"1018"	"OAS2"	"Not.Correlated"
"1019"	"NRP2"	"M1"
"1020"	"MAFB"	"M5"
"1021"	"COLQ"	"Not.Correlated"
"1022"	"CAV3"	"M2"
"1023"	"PDPN"	"Not.Correlated"
"1024"	"FLRT2"	"M1"
"1025"	"SPP1"	"M5"
"1026"	"X.45"	"M1"
"1027"	"RERG"	"M1"
"1028"	"BTG3"	"M1"
"1029"	"CYP4B1"	"M1"
"1030"	"PRRT2"	"M1"
"1031"	"KCTD1"	"M1"
"1032"	"SRPX2"	"Not.Correlated"
"1033"	"REEP2"	"M1"
"1034"	"KIF1A"	"M1"
"1035"	"KIAA1755"	"M1"
"1036"	"FCN3"	"M1"
"1037"	"ITGA8"	"M1"
"1038"	"TBX18"	"M1"
"1039"	"IFIT3"	"Not.Correlated"
"1040"	"SLCO5A1"	"M2"
"1041"	"EVC"	"M1"
"1042"	"RASSF5"	"M4"
"1043"	"IGSF1"	"M1"
"1044"	"YJEFN3"	"Not.Correlated"
"1045"	"FGF11"	"M3"
"1046"	"SPHK1"	"M2"
"1047"	"SIGLEC1"	"M5"
"1048"	"PDE10A"	"M3"
"1049"	"TC2N"	"M1"
"1050"	"KBTBD12"	"M1"
"1051"	"PLEKHH2"	"M1"
"1052"	"FRZB"	"M1"
"1053"	"LRRC14B"	"M2"
"1054"	"LILRB5"	"M5"
"1055"	"FAM83G"	"M1"
"1056"	"TEAD4"	"Not.Correlated"
"1057"	"GGTA1"	"Not.Correlated"
"1058"	"FAM107B"	"M1"
"1059"	"ACKR1"	"Not.Correlated"
"1060"	"GPX8"	"M1"
"1061"	"GRAMD1B"	"M1"
"1062"	"KCNA5"	"M1"
"1063"	"DDAH1"	"Not.Correlated"
"1064"	"PHGDH"	"M1"
"1065"	"EHHADH"	"M2"
"1066"	"ADAMTS5"	"Not.Correlated"
"1067"	"F10"	"M1"
"1068"	"KCNJ2"	"M1"
"1069"	"ERBB4"	"M2"
"1070"	"NMNAT2"	"M1"
"1071"	"OLFML1"	"M1"
"1072"	"GREB1L"	"M2"
"1073"	"MLKL"	"M2"
"1074"	"FAM222A"	"M2"
"1075"	"FBN2"	"M1"
"1076"	"PTPRF"	"M1"
"1077"	"PGBD5"	"M3"
"1078"	"RFX2"	"Not.Correlated"
"1079"	"EGFLAM"	"M1"
"1080"	"FGF14"	"M1"
"1081"	"PCDH7"	"M1"
"1082"	"SNAI2"	"M2"
"1083"	"GNG2"	"M1"
"1084"	"MEOX2"	"Not.Correlated"
"1085"	"FCGR3A"	"M5"
"1086"	"VCAM1"	"M1"
"1087"	"TM4SF18"	"M4"
"1088"	"CLEC2B"	"M2"
"1089"	"TSPAN32"	"M2"
"1090"	"ACE"	"Not.Correlated"
"1091"	"RGS1"	"M1"
"1092"	"ANPEP"	"Not.Correlated"
"1093"	"EIF1AY"	"Not.Correlated"
"1094"	"RUNX1"	"M2"
"1095"	"CES4A"	"Not.Correlated"
"1096"	"F5"	"Not.Correlated"
"1097"	"PKD1L2"	"M2"
"1098"	"FOXC1"	"M1"
"1099"	"P3R3URF.PIK3R3"	"Not.Correlated"
"1100"	"KLHL38"	"M2"
"1101"	"CDH23"	"Not.Correlated"
"1102"	"XYLT1"	"M1"
"1103"	"KCNK6"	"M1"
"1104"	"ZC3H12A"	"Not.Correlated"
"1105"	"LPAR3"	"M2"
"1106"	"GPT2"	"M1"
"1107"	"CDO1"	"M1"
"1108"	"GBP3"	"M2"
"1109"	"ERAP2"	"Not.Correlated"
"1110"	"NRTN"	"M2"
"1111"	"LCNL1"	"M2"
"1112"	"KCNJ5"	"M3"
"1113"	"DDO"	"M2"
"1114"	"ADORA1"	"M2"
"1115"	"ASB10"	"M2"
"1116"	"SYTL2"	"M1"
"1117"	"PRDM16"	"M1"
"1118"	"COLEC11"	"M1"
"1119"	"CCL14"	"M1"
"1120"	"INS.IGF2"	"Not.Correlated"
"1121"	"SOX17"	"M4"
"1122"	"ST8SIA5"	"M2"
"1123"	"EPN3"	"M2"
"1124"	"ABO"	"M4"
"1125"	"VAT1L"	"M2"
"1126"	"ATG9B"	"Not.Correlated"
"1127"	"TMEM45A"	"M1"
"1128"	"HOGA1"	"M2"
"1129"	"GJA3"	"M2"
"1130"	"CD38"	"Not.Correlated"
"1131"	"ACTG2"	"Not.Correlated"
"1132"	"ASTN2"	"M1"
"1133"	"PER2"	"Not.Correlated"
"1134"	"BRSK1"	"M1"
"1135"	"GPR22"	"M2"
"1136"	"TRABD2B"	"M1"
"1137"	"MTMR11"	"M1"
"1138"	"RAP1GAP"	"M3"
"1139"	"FBXO17"	"M1"
"1140"	"MPZL2"	"Not.Correlated"
"1141"	"UCHL1"	"M1"
"1142"	"CHRDL1"	"M1"
"1143"	"KCNE4"	"M1"
"1144"	"NABP1"	"M2"
"1145"	"LSAMP"	"Not.Correlated"
"1146"	"APLN"	"Not.Correlated"
"1147"	"PNMA8A"	"M3"
"1148"	"FOSB"	"Not.Correlated"
"1149"	"PAPLN"	"M1"
"1150"	"RIMKLA"	"M2"
"1151"	"SLC30A3"	"M2"
"1152"	"NUDT4B"	"M2"
"1153"	"CLIC6"	"M2"
"1154"	"SHISA3"	"Not.Correlated"
"1155"	"FBXL22"	"M2"
"1156"	"CNTNAP3B"	"Not.Correlated"
"1157"	"BMP7"	"M3"
"1158"	"TUBA3D"	"M1"
"1159"	"TTC39A"	"M2"
"1160"	"FAM151A"	"M2"
"1161"	"CACNA2D2"	"M3"
"1162"	"CNTNAP3"	"Not.Correlated"
"1163"	"SCARA3"	"M1"
"1164"	"COL6A6"	"M1"
"1165"	"CAPN5"	"M1"
"1166"	"DNAJC6"	"M3"
"1167"	"MRC1"	"M5"
"1168"	"SCN2B"	"M2"
"1169"	"LCN6"	"M1"
"1170"	"PPP1R1C"	"M2"
"1171"	"AMOT"	"M1"
"1172"	"CCL15.CCL14"	"M1"
"1173"	"DOC2B"	"Not.Correlated"
"1174"	"KRT18"	"M1"
"1175"	"APOA1"	"M1"
"1176"	"ADH1C"	"M1"
"1177"	"CYBB"	"M5"
"1178"	"CFHR1"	"M1"
"1179"	"ROR1"	"M2"
"1180"	"GIPR"	"M3"
"1181"	"RELT"	"M1"
"1182"	"NTRK3"	"M1"
"1183"	"ANGPT2"	"M2"
"1184"	"ATP1B2"	"Not.Correlated"
"1185"	"WDR31"	"M2"
"1186"	"CCN3"	"M1"
"1187"	"UNC5C"	"M1"
"1188"	"GRB14"	"M2"
"1189"	"CNTFR"	"M1"
"1190"	"FREM1"	"M1"
"1191"	"TLR2"	"M5"
"1192"	"HILPDA"	"Not.Correlated"
"1193"	"VEGFC"	"M2"
"1194"	"MYOC"	"M1"
"1195"	"PRAG1"	"M4"
"1196"	"MYBPC1"	"Not.Correlated"
"1197"	"NT5E"	"M1"
"1198"	"SMTNL2"	"M2"
"1199"	"KCNK3"	"M1"
"1200"	"HGF"	"M2"
"1201"	"MS4A7"	"M5"
"1202"	"CXCR4"	"M1"
"1203"	"MCUB"	"M1"
"1204"	"RORC"	"M1"
"1205"	"SUSD4"	"M3"
"1206"	"ITGB8"	"M1"
"1207"	"PRODH"	"M1"
"1208"	"PACSIN1"	"M2"
"1209"	"PAPPA"	"M1"
"1210"	"SFRP4"	"M1"
"1211"	"C5AR1"	"M5"
"1212"	"SLC25A34"	"M1"
"1213"	"GPD1"	"Not.Correlated"
"1214"	"CA8"	"Not.Correlated"
"1215"	"CD53"	"M5"
"1216"	"ART4"	"M1"
"1217"	"LIN9"	"M2"
"1218"	"FGR"	"M5"
"1219"	"PLEKHN1"	"M2"
"1220"	"LZTS1"	"M3"
"1221"	"CA4"	"M4"
"1222"	"SMIM10L2B"	"M3"
"1223"	"BNC2"	"M1"
"1224"	"ERBB3"	"M1"
"1225"	"X.43"	"M2"
"1226"	"CHN2"	"M1"
"1227"	"ULK4"	"M1"
"1228"	"MELTF"	"Not.Correlated"
"1229"	"PRUNE2"	"M1"
"1230"	"SELP"	"M1"
"1231"	"X.184"	"M2"
"1232"	"NRXN1"	"M1"
"1233"	"PANK1"	"M2"
"1234"	"ABCD2"	"M2"
"1235"	"H2BC5"	"Not.Correlated"
"1236"	"P2RX5"	"M1"
"1237"	"GFAP"	"Not.Correlated"
"1238"	"SEMA5B"	"Not.Correlated"
"1239"	"RD3L"	"M2"
"1240"	"ALDH1A3"	"M2"
"1241"	"GPRC5A"	"M1"
"1242"	"SMIM5"	"M2"
"1243"	"NLGN4X"	"M1"
"1244"	"ENPP2"	"M1"
"1245"	"NTM"	"M1"
"1246"	"EGR3"	"Not.Correlated"
"1247"	"TLDC2"	"M1"
"1248"	"ARHGEF26"	"M1"
"1249"	"FCER1G"	"M5"
"1250"	"EPHA7"	"M3"
"1251"	"TNFRSF10D"	"M2"
"1252"	"MDK"	"M1"
"1253"	"TCF15"	"M4"
"1254"	"CBS"	"Not.Correlated"
"1255"	"TUBA3E"	"M1"
"1256"	"MMP11"	"Not.Correlated"
"1257"	"GLRB"	"M2"
"1258"	"L2HGDH"	"M2"
"1259"	"VIPR1"	"Not.Correlated"
"1260"	"CEP126"	"M1"
"1261"	"RELB"	"M2"
"1262"	"ITGAX"	"Not.Correlated"
"1263"	"PPP1R16B"	"Not.Correlated"
"1264"	"POF1B"	"M3"
"1265"	"OSR1"	"Not.Correlated"
"1266"	"GRIN2C"	"M1"
"1267"	"FCGR2C"	"Not.Correlated"
"1268"	"HLA.DQA1"	"Not.Correlated"
"1269"	"ITGB3"	"M2"
"1270"	"PLAUR"	"M2"
"1271"	"DGAT2"	"Not.Correlated"
"1272"	"ALOX5"	"M5"
"1273"	"SLA"	"M5"
"1274"	"CHDH"	"M2"
"1275"	"COL9A3"	"M1"
"1276"	"TSHZ2"	"M2"
"1277"	"RASD2"	"M1"
"1278"	"SERPINA1"	"M5"
"1279"	"EYA1"	"M2"
"1280"	"CHRDL2"	"Not.Correlated"
"1281"	"LMO3"	"M1"
"1282"	"GRIK5"	"M1"
"1283"	"HOXB3"	"Not.Correlated"
"1284"	"COL28A1"	"M1"
"1285"	"IGSF9B"	"M2"
"1286"	"DOK5"	"Not.Correlated"
"1287"	"KAZALD1"	"Not.Correlated"
"1288"	"EGF"	"M2"
"1289"	"IL18R1"	"Not.Correlated"
"1290"	"VEGFD"	"M1"
"1291"	"PWWP3B"	"M2"
"1292"	"CTNND2"	"M2"
"1293"	"MPZ"	"M1"
"1294"	"DIO2"	"M1"
"1295"	"BCAT1"	"M2"
"1296"	"C17orf107"	"M1"
"1297"	"XRCC4"	"Not.Correlated"
"1298"	"ADRA2B"	"M1"
"1299"	"TSPAN11"	"M1"
"1300"	"OSBP2"	"M2"
"1301"	"MPEG1"	"M5"
"1302"	"PTK7"	"M1"
"1303"	"PNMT"	"M3"
"1304"	"PTX3"	"M2"
"1305"	"BLM"	"M2"
"1306"	"C14orf132"	"M1"
"1307"	"DAPK1"	"M1"
"1308"	"ILDR2"	"M2"
"1309"	"MAPK10"	"M1"
"1310"	"GRIK2"	"M3"
"1311"	"THEMIS2"	"M5"
"1312"	"LXN"	"M1"
"1313"	"FCGBP"	"M5"
"1314"	"ANO2"	"Not.Correlated"
"1315"	"CLDN11"	"M1"
"1316"	"PAK6"	"M2"
"1317"	"EPS8L2"	"M1"
"1318"	"SORCS1"	"M1"
"1319"	"AGTR1"	"M1"
"1320"	"HR"	"Not.Correlated"
"1321"	"GLDN"	"Not.Correlated"
"1322"	"ANGPT1"	"M1"
"1323"	"PKHD1L1"	"M1"
"1324"	"CLEC7A"	"M5"
"1325"	"DAB1"	"Not.Correlated"
"1326"	"GLIS3"	"M2"
"1327"	"HOOK1"	"M2"
"1328"	"JAK3"	"M2"
"1329"	"TG"	"Not.Correlated"
"1330"	"SERPINA5"	"M1"
"1331"	"MTARC1"	"Not.Correlated"
"1332"	"DSC1"	"M3"
"1333"	"INHBA"	"M1"
"1334"	"TSTD1"	"M3"
"1335"	"DACT1"	"M1"
"1336"	"ZNF385D"	"M3"
"1337"	"MTHFD1L"	"M2"
"1338"	"CYP4X1"	"M1"
"1339"	"HMOX1"	"M5"
"1340"	"MUC20"	"Not.Correlated"
"1341"	"USP9Y"	"Not.Correlated"
"1342"	"LINGO1"	"M1"
"1343"	"P2RY2"	"M1"
"1344"	"PTGER4"	"M3"
"1345"	"DBP"	"Not.Correlated"
